Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
Advantage,I101MTK,I101MTK,1972MB,Tablet,Mediatek MT8321,800x1280,160,armeabi-v7a;armeabi,24,2.0
Aelion,i8,Aelion_i8,1855MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
Affix,T737,AFFIX_T737,923MB,Tablet,Mediatek MT8735M,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,23,3.0
AG Mobile,AG BOOST 2,BOOST2,460MB,Phone,Mediatek MT6580,480x800,240,armeabi-v7a;armeabi,22,2.0
AG Mobile,ULTRA,Ultra,971MB,Phone,Mediatek MT6572A,480x854,240,armeabi-v7a;armeabi,19,2.0
AG Mobile,Swift,Swift,,Phone,Mediatek MT6572A,480x854,240,armeabi-v7a;armeabi,19,2.0
AG Mobile,Freedom Plus LTE,Freedom_Plus_LTE,937MB,Phone,Mediatek MT6735,480x854,240,armeabi-v7a;armeabi,22,3.0
AG Mobile,HASHTAG,Hashtag,1928MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
AG Mobile,Style,Style,965MB,Phone,Mediatek MT6582,480x854,240,armeabi-v7a;armeabi,19,2.0
AG Mobile,Ghost,Ghost,1967MB,Phone,Mediatek MT6582,720x1280,320,armeabi-v7a;armeabi,19,2.0
AG Mobile,Boost,Boost,,Phone,Mediatek MT6572M,480x800,240,armeabi-v7a;armeabi,19,2.0
AG Mobile,Freedom Access,Freedom_Access,463MB,Phone,Mediatek MT6572W,480x800,240,armeabi-v7a;armeabi,22,2.0
AG Mobile,Zenith,Zenith,956MB,Phone,Mediatek MT6582,720x1280,320,armeabi-v7a;armeabi,19,2.0
AG Mobile,AG Ultra2,AG_Ultra2,997MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,22,2.0
AG Mobile,Zone,Zone,462MB,Phone,Mediatek MT6572W,480x854,240,armeabi-v7a;armeabi,22,2.0
AG Mobile,STYLE PLUS,STYLE_PLUS,967MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,23,2.0
AG Mobile,AG_Tab_7_0,AG_Tab_7_0,879MB,Tablet,Mediatek MT8382,600x1024,160,armeabi-v7a;armeabi,19,2.0
AG Mobile,Freedom E,Freedom_E,463MB,Phone,Mediatek MT6572W,480x800,240,armeabi-v7a;armeabi,22,2.0
AG Mobile,Shine,Shine,458-462MB,Phone,Mediatek MT6582M,480x854,240,armeabi-v7a;armeabi,19;22,2.0
AG Mobile,Style_2,Style_2,967MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,23,2.0
AG Mobile,AG_Go-Tab_Access,md789hwag,454MB,Tablet,Mediatek MT8312,1024x600,160,armeabi-v7a;armeabi,19,2.0
AG Mobile,Hype,Hype,470MB,Phone,Mediatek MT6572W,320x480,160,armeabi-v7a;armeabi,22,2.0
AG Mobile,AG Flair,AG_Flair,951MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,22,2.0
AG Mobile,Zoom,Zoom,470MB,Phone,Mediatek MT6572M,320x480,160,armeabi-v7a;armeabi,19;22,2.0
AG Mobile,Rage,Rage,,Phone,Mediatek MT6572M,480x800,240,armeabi-v7a;armeabi,19,2.0
AG Mobile,Neon,Neon,,Phone,Mediatek MT6572M,480x800,240,armeabi-v7a;armeabi,19,2.0
AG Mobile,AG Go Tab Access 2,AG_Go_Tab_Access_2,963MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,22,2.0
AG Mobile,Swift_Plus,Swift_Plus,463MB,Phone,Mediatek MT6572M,480x854,213,armeabi-v7a;armeabi,19,2.0
AG Mobile,Quest,Quest,471MB,Phone,Mediatek MT6572M,320x480,160,armeabi-v7a;armeabi,19,2.0
AG Mobile,Chacer,Chacer,,Phone,Mediatek MT6572M,320x480,160,armeabi-v7a;armeabi,19,2.0
AG Mobile,Glow,Glow,971MB,Phone,Mediatek MT6572W,480x800,240,armeabi-v7a;armeabi,22,2.0
AG Mobile,Status,Status,879MB,Phone,Mediatek MT6572A,480x800,240,armeabi-v7a;armeabi,19,2.0
Aikun,RX300,X300,2018MB,Tablet,Allwinner A83T,1280x800,160,armeabi-v7a;armeabi,22,2.0
Aikun,EDSTAR LC-TS08A,LC-TS08A,970MB,Tablet,Mediatek MT8127,800x1280,213,armeabi-v7a;armeabi,23,2.0
Aikun,Solely Tab S7,HV1A,1967MB,Tablet,Mediatek MT6592,1280x800,213,armeabi-v7a;armeabi,19,2.0
Aikun,EDSTAR LC-TS08S,LC-TS08S,970MB,Tablet,Mediatek MT8127,800x1280,213,armeabi-v7a;armeabi,23,2.0
Aimson,Q88,Q88,985MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,25,2.0
Airtab,AT8-N,AT8-N,2874MB,Tablet,Mediatek MT8783,1200x1920,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Airtel,SH960S-AT,ganesa,1362MB,TV,Broadcom BCM7252S,1920x1080,320,armeabi-v7a;armeabi,23,3.0
Aiuto,AT701,AT701,972MB,Tablet,Mediatek MT8163,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,23,3.0
Aiuto,AT1001,AT1001,1976MB,Tablet,Mediatek MT8163,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,23,3.0
Aiwa,Z9 PLUS,AIWA_Z9_PLUS,1927MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Aiwa,AW790,AW790,2861MB,Phone,Mediatek MT6737T,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Aiwa,Z9,AIWA_Z9,926MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Akari,AX-117ATV,DV8219,1990MB,TV,Amlogic AMLS905X,1920x1080,320,armeabi-v7a;armeabi,26,2.0
Akari,AX-115ATV,DV8035,985MB,TV,Amlogic AMLS805X,1280x720,213,armeabi-v7a;armeabi,26,2.0
Alba,Alba 4G Plus,ac57crs,876MB,Phone,Spreadtrum SC9832,720x1440,280,armeabi-v7a;armeabi,24,2.0
Alba,Alba_8in,Alba_8in,968MB,Tablet,Mediatek MT8163,800x1280,213,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Alba,Alba 6,ac60crs,1814MB,Phone,Spreadtrum SC9850,720x1440,280,armeabi-v7a;armeabi,24,3.2
Alba,ALBA 7 TABLET,ac70plv6,972MB,Tablet,Mediatek MT8163,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Alco,Voyager Pro,RCT6873W42BMF8KC,980MB,Tablet,Mediatek MT8167B,600x1024,160,armeabi-v7a;armeabi,27,3.2
Alcor,Alcor,Access_Q784C,951MB,Tablet,Mediatek MT8321,1024x600,160,armeabi-v7a;armeabi,24,2.0
Alcor,Alcor,Zest_Q108I,916MB,Tablet,Allwinner A64,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,25,2.0
Alcor,Alcor,Zest_Q708I,916MB,Tablet,Allwinner A64,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,25,2.0
Aligator,S5065,ALIGATORS5065,904MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,24,2.0
AllCall,Tab_1_3G,Tab_1_3G,918MB,Tablet,Spreadtrum SC7731G,600x1024,160,armeabi-v7a;armeabi,24,2.0
AllCall,AllCall_S1,AllCall_S1,1932MB,Phone,Mediatek MT6580,640x1280,320,armeabi-v7a;armeabi,27,2.0
AllCall,Tab_2_3G,Tab_2_3G,914MB,Tablet,Spreadtrum SC7731G,800x1280,213,armeabi-v7a;armeabi,24,2.0
AllCall,AllCall_Madrid,AllCall_Madrid,953MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
AllCall,MIX2,MIX2,6144MB,Phone,Mediatek MT6737,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,25,3.2
Allducube,T1001,T1001,1871MB,Tablet,Mediatek MT6753,1920x1200,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Allfine,PC1038Q,fine10_Joy,,Tablet,Actions ATM7029,1280x800,160,armeabi-v7a;armeabi,16,2.0
Allfine,M721,86S,,Tablet,Actions ATM7023,1024x600,120,armeabi-v7a;armeabi,16,2.0
Allouette,PSY7020SKD,PSY7020SKD,961MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,24,2.0
AllView,Viva H801,Viva_H801,960MB,Tablet,Mediatek MT8321,1280x800,213,armeabi-v7a;armeabi,22,2.0
AllView,P5 Pro,P5_Pro,928MB,Phone,Mediatek MT6735M,480x854,240,arm64-v8a;armeabi-v7a;armeabi,22,3.0
AllView,P6_Energy,P6_Energy,954-956MB,Phone,Mediatek MT6582,720x1280,320,armeabi-v7a;armeabi,19;21,2.0
AllView,AX4 Nano Plus,AX4Nano_plus,456MB,Tablet,Mediatek MT8312,600x1024,160,armeabi-v7a;armeabi,19,2.0
AllView,V2 Viper S,V2_Viper_S,2893-2916MB,Phone,Mediatek MT6753,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24,3.0;3.1
AllView,A5 Ready,A5_Ready,967-968MB,Phone,Mediatek MT6580,480x800,240,armeabi-v7a;armeabi,22;23,2.0
AllView,Viva 1001G,Viva_1001G,964MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,23,2.0
AllView,A6 Lite,A6_Lite,972MB,Phone,Mediatek MT6752,480x854,240,armeabi-v7a;armeabi,22,2.0
AllView,P9 Life,P9_Life,1864MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
AllView,X4 Soul Infinity SV,X4_Soul_Infinity_SV,2816MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
AllView,X4 Soul Infinity Z,X4_Soul_Infinity_ZV,3826MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
AllView,X4 Soul Infinity Z,X4_Soul_Infinity_Z,3832MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
AllView,X4 Soul Xtreme,X4_Soul_Xtreme,3851MB,Phone,Mediatek MT6757,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2
AllView,A8 Lite,A8_Lite,964MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,24,2.0
AllView,P9 Energy,P9_Energy,3824MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0
AllView,P6 Lite,P6_lite,967-968MB,Phone,Mediatek MT6580,480x854,213,armeabi-v7a;armeabi,22;23,2.0
AllView,V2 Viper X plus,V2_Viper_X_plus,2933-2935MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22;23,3.0
AllView,P6 Energy Lite,P6_Energy_Lite,925MB,Phone,Mediatek MT6753,480x854,213,arm64-v8a;armeabi-v7a;armeabi,23,3.0
AllView,Viva i7G,Viva_i7G,933MB,Tablet,Intel C3230RK,600x1024,160,x86;armeabi-v7a;armeabi,22,2.0
AllView,AX502,AX502,957MB,Tablet,Mediatek MT8321,1024x600,160,armeabi-v7a;armeabi,24,2.0
AllView,P9 Energy Lite 2017,P9_Energy_Lite_2017,2932MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
AllView,Viva H801 LTE,Viva_H801_LTE,901-917MB,Tablet,Mediatek MT8735,1280x800,213,armeabi-v7a;armeabi,23;24,3.0;3.1
AllView,V2 Viper Xe,V2_Viper_Xe,2921MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23,3.0
AllView,P6 Pro,P6_Pro,918-920MB,Phone,Mediatek MT6735M,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22;23,3.0
AllView,Viva_H701_LTE,Viva_H701_LTE,925-931MB,Phone,Mediatek MT8735,600x1024,160;213,armeabi-v7a;armeabi,22;24,3.0;3.1
AllView,Viva i701G,Viva_i701G,933MB,Tablet,Intel C3230RK,600x1024,160,x86;armeabi-v7a;armeabi,22,2.0
AllView,P5 eMagic,P5_eMagic,968MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,22,2.0
AllView,P8 Energy,P8_Energy,1917MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
AllView,X3Soul,X3_Soul,2935MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
AllView,A9 Lite,A9_Lite,964MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,24,2.0
AllView,P9 Energy Lite,P9_Energy_Lite,2889MB,Phone,Mediatek MT6750,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23,3.0
AllView,C6 Duo,C6_Duo,976MB,Phone,Mediatek MT6572,480x854,240,armeabi-v7a;armeabi,22,2.0
AllView,P6 Qmax,P6_Qmax,1944MB,Phone,Mediatek MT8392,1080x1920,400,armeabi-v7a;armeabi,19,2.0
AllView,P43 Easy,P43_Easy,963MB,Phone,Mediatek MT8321,480x800,240,armeabi-v7a;armeabi,24,2.0
AllView,X3 Soul Plus,X3_Soul_PLUS,3811MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0
AllView,P42,P42,462MB,Phone,Mediatek MT6570,480x800,240,armeabi-v7a;armeabi,23,2.0
AllView,P8 Energy mini,P8_Energy_mini,1975-1976MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,22;23,2.0
AllView,V2 Viper X,V2_Viper_X,1414-1416MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22;23,3.0
AllView,X2 Soul Lite,X2_Soul_Lite,927MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,21,3.0
AllView,P7 Lite,P7_Lite,909MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
AllView,X3 Soul mini,X3_Soul_mini,920MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
AllView,V1 Viper S4G,V1_Viper_S4G,1879MB,Phone,Qualcomm MSM8226,720x1280,320,armeabi-v7a;armeabi,19,3.0
AllView,P8 Life,P8_Life,1943MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,23,3.0
AllView,P4 Quad,P4_Quad,866MB,Phone,Mediatek MT6737,768x1280,360,armeabi-v7a;armeabi,24,3.1
AllView,P9 Energy mini,P9_Energy_mini,2922MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23,3.0
AllView,X4 Soul,X4_Soul,3768MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0
AllView,E2 Jump,ALLVIEW_E2_Jump,965MB,Phone,Mediatek MT6582,480x854,240,armeabi-v7a;armeabi,19,2.0
AllView,X3 Soul Lite,X3_Soul_Lite,2933MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23,3.0
AllView,P8 Energy Pro,P8_Energy_PRO,2845MB,Phone,Mediatek MT6735,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22,3.0
AllView,Viva H8 Life,H8_Life,960MB,Tablet,Mediatek MT8382,1280x800,213,armeabi-v7a;armeabi,19,2.0
AllView,P6  Plus,P6_plus,1983MB,Phone,Mediatek MT6580,480x854,213,armeabi-v7a;armeabi,23,2.0
AllView,P5Life,P5Life,965MB,Phone,Mediatek MT6582,480x854,240,armeabi-v7a;armeabi,21,2.0
AllView,X2 Soul PRO,X2_Soul_PRO,1886MB,Phone,Mediatek MT6752,1080x1900,480,arm64-v8a;armeabi-v7a;armeabi,21,3.0
AllView,A6 Duo,A6_Duo,976MB,Phone,Mediatek MT6572M,480x854,240,armeabi-v7a;armeabi,22,2.0
AllView,A5 Quad Plus,A5_Quad_Plus,934MB,Phone,Mediatek MT6735M,480x854,240,armeabi-v7a;armeabi,22,3.0
AllView,P6 Energy mini,P6_Energy_mini,926MB,Phone,Mediatek MT6737,480x854,213,arm64-v8a;armeabi-v7a;armeabi,23,3.0
AllView,P8 Pro,P8_PRO,1839MB,Phone,Mediatek MT6737,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.1
AllView,P41 eMagic,P41_eMagic,901-967MB,Phone,Mediatek MT6580,480x800,240,armeabi-v7a;armeabi,23;24,2.0
AllView,Viva C701,Viva_C701,1002MB,Tablet,Allwinner A33,600x1024,160,armeabi-v7a;armeabi,22,2.0
AllView,Viva H10 LTE,Allview_VivaH10LTE_KK,899MB,Tablet,Mediatek MT6732,1280x800,160,armeabi-v7a;armeabi,19,3.0
AllView,E4 Lite,E4_Lite,920MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
AllView,AX501Q,AX501Q,961-965MB,Phone,Mediatek MT8321,600x1024,160;213,armeabi-v7a;armeabi,22;24,2.0
AllView,X4 Soul Mini S,X4_Soul_Mini_S,927MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
AllView,V2 Viper I,V2_Viper_I,960MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,22,2.0
AllView,X4 Soul Infinity Plus,X4_Soul_Plus,5871MB,Phone,Mediatek MT6757V,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,25,3.2
AllView,X4 Soul Infinity S,X4_Soul_Infinity_S,2822MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
AllView,P5 Energy,P5_Energy,927MB,Phone,Mediatek MT6735M,480x854,240,arm64-v8a;armeabi-v7a;armeabi,22,3.0
AllView,V1 Viper I4G,V1_Viper_I4G,976MB,Phone,Mediatek MT6582,480x854,240,armeabi-v7a;armeabi,19,2.0
AllView,V1 Viper I4G,V1_Viper_I4G_PL,976MB,Phone,Mediatek MT6582,480x854,240,armeabi-v7a;armeabi,19,2.0
AllView,E3 Jump,E3_Jump,1951MB,Phone,Mediatek MT6735,480x854,240,armeabi-v7a;armeabi,23,3.0
AllView,Viva H802 LTE,Viva_H802_LTE,1900MB,Tablet,Mediatek MT8735,800x1280,213,arm64-v8a;armeabi-v7a;armeabi,24,3.1
AllView,E4,E4,1928MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
AllView,P7 PRO,P7_PRO,1915MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23,3.0
AllView,A5 Lite ,A5_Lite,973MB,Phone,Mediatek MT6572,480x800,240,armeabi-v7a;armeabi,22,2.0
AllView,X3 Soul Style,X3_Soul_Style,2879-2917MB,Phone,Mediatek MT6753,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24,3.0;3.1
AllView,Viva C702,Viva_C702,980MB,Tablet,Allwinner A64,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,23,2.0
AllView,V2 Viper E,V2_Viper_E,968MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,22,2.0
AllView,P5 Lite,P5_Lite,925MB,Phone,Mediatek MT6735,480x854,240,arm64-v8a;armeabi-v7a;armeabi,23,3.0
AllView,X2 Soul Mini,X2_Soul_Mini,952MB,Phone,Mediatek MT6592,720x1280,320,armeabi-v7a;armeabi,19,2.0
AllView,A7 Lite,A7_Lite,972MB,Phone,Mediatek MT6752,480x854,240,armeabi-v7a;armeabi,22,2.0
AllView,X2 Soul Style+,X2_Soul_Style_Plus,2935MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
AllView,X2 Soul Xtreme,X2_Soul_Xtreme,2710MB,Phone,Mediatek MT6795,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,22,3.0
AllView,X4 Soul Vision,X4_Soul_Vision,2808MB,Phone,Mediatek MT6750,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2
AllView,Viva H1001 LTE,Viva_H1001_LTE,901-920MB,Tablet,Mediatek MT6735P,800x1280,213,armeabi-v7a;armeabi,22;24,3.0;3.1
AllView,Viva H7 LTE,Allview_VivaH7LTE_KK,904MB,Tablet,Mediatek MT8732,600x1024,160,armeabi-v7a;armeabi,19,3.0
AllView,P4 eMagic,P4_eMagic,968MB,Phone,Mediatek MT6580,480x800,240,armeabi-v7a;armeabi,22,2.0
AllView,X4 Soul Lite,X4_Soul_Lite,3817MB,Phone,Mediatek MT6570,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2
AllView,Viva i10HD,Viva_i10HD,2003MB,Tablet,Intel C3230RK,800x1280,213,x86;armeabi-v7a;armeabi,22,2.0
AllView,X2 Soul Style,X2_Soul_Style,1928MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
AllView,X4 Soul Infinity L,X4_Soul_Infinity_LV,1849MB,Phone,Mediatek MT6737,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
AllView,X4 Soul Infinity L,X4_Soul_Infinity_L,1864MB,Phone,Mediatek MT6737,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
AllView,C6 Quad 4G,C6_Quad_4G,976MB,Phone,Mediatek MT6582,480x854,240,armeabi-v7a;armeabi,19,2.0
AllView,X4 Soul Mini,X4_Soul_Mini,2874MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
AllView,P6 eMagic,P6_eMagic,968MB,Phone,Mediatek MT6580,480x854,213,armeabi-v7a;armeabi,22,2.0
AllView,Viva H1002 LTE,Viva_H1002_LTE,2907MB,Tablet,Mediatek MT8735,1280x800,213,arm64-v8a;armeabi-v7a;armeabi,24,3.1
AllView,P6 Life,P6_Life,956MB,Phone,Mediatek MT6582,720x1280,320,armeabi-v7a;armeabi,22,2.0
AllView,A9  Plus,A9_Plus,898MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
AllView,P8 eMagic,P8_eMagic,1927MB,Phone,Mediatek MT6735V,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23;24,3.0;3.1
AllView,P9 Energy S,P9_Energy_S,2857MB,Phone,Mediatek MT6573,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.1
AllView,X4 Soul Infinity N,X4_Soul_Infinity_N,3832MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
AllView,X4 Soul Style,X4_Soul_Style,3804MB,Phone,Mediatek MT6755,1920x1080,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2
AllView,V1 Viper L,V1_Viper_L,965MB,Phone,Mediatek MT6582,480x854,240,armeabi-v7a;armeabi,19,2.0
AllView,Viva H8 LTE,Allview_VivaH8LTE_KK,899MB,Tablet,Mediatek MT8732,800x1280,213,armeabi-v7a;armeabi,19,3.0
AllView,A5 Easy,A5_Easy,976MB,Phone,Mediatek MT6572,480x800,240,armeabi-v7a;armeabi,22,2.0
AllView,V2 Viper I4G,V2_Viper_I4G,1928MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
AllView,V2 Viper,V2_Viper,927MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,21,3.0
AllView,V1 Viper E,V1_Viper_E,967MB,Phone,Mediatek MT6582,480x854,240,armeabi-v7a;armeabi,21,2.0
AllView,E3 Living,E3_Living,927MB,Phone,Mediatek MT6735,480x854,240,arm64-v8a;armeabi-v7a;armeabi,22,3.0
AllView, X3 Soul Pro,X3_Soul_PRO,3811MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0
AllView,P4 Pro,P4_Pro,866MB,Phone,Mediatek MT6737,768x1280,360,armeabi-v7a;armeabi,24,3.1
AllView,E3 Sign,E3_Sign,1969MB,Phone,Mediatek MT6582,720x1280,320,armeabi-v7a;armeabi,19,2.0
AllView,V3 Viper,V3_Viper,2868MB,Phone,Mediatek MT6737,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,26,3.1
AllView,X5 Soul Pro,X5_Soul_Pro,3765MB,Phone,Mediatek MT6771,1080x2246,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Alphascan,SAT2242 WorkTab   ,ADP_WW,,Tablet,Amlogic AML8726-M6,1920x1080,160,armeabi-v7a;armeabi,16,2.0
alter,MIG,MIG,1883MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Altice,Altice S21,STARNAUTE4,901MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,24,2.0
Altice,STARACTIVE,STARACTIVE,937MB,Phone,Mediatek MT6735M,480x854,240,armeabi-v7a;armeabi,22,3.0
Altice,STARTRAIL 7,STARTRAIL7,937MB,Phone,Mediatek MT6735M,480x854,240,armeabi-v7a;armeabi,22,3.0
Altice,ALTICE S70,S70,1821MB,Phone,Mediatek MT6750,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Altice,AlTICE S11,S11,451MB,Phone,Mediatek MT6580M,480x800,240,armeabi-v7a;armeabi,27,2.0
Altice,ALTICE S60,S60,1836MB,Phone,Mediatek MT6750,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Altice,T10,T10,967MB,Tablet,Mediatek MT8163,800x1280,213,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Altice,STARNAUTE3,STARNAUTE3,967MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,23,2.0
Altice,S51,HS6737MT,1024MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Altice,S31,S31,909MB,Phone,Mediatek MT6737,480x854,240,armeabi-v7a;armeabi,24,3.1
Amgoo,AM520,AM520,941MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
Amgoo,AM535,AM535,866MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Amgoo,AM530,AM530,909MB,Phone,Mediatek MT6737,480x854,240,armeabi-v7a;armeabi,24,3.1
Amgoo,AM508,AM508,921MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,24,2.0
Amgoo,AM402,AM402,458MB,Phone,Spreadtrum SC7731C,480x800,240,armeabi-v7a;armeabi,23,2.0
Amgoo,AM350,AM350,941MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
Amgoo,AM415,AM415,934MB,Phone,Mediatek MT6735,480x800,240,armeabi-v7a;armeabi,24,3.1
Amgoo,AM515,AM515,957MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
Amgoo,AM509,AM509,908MB,Phone,Mediatek MT6737,480x854,240,armeabi-v7a;armeabi,24,3.1
Amgoo,AM509,AM509-A,907MB,Phone,Mediatek MT6735,480x854,240,armeabi-v7a;armeabi,24,3.1
Amgoo,AM506,AM506,470MB,Phone,Mediatek MT6572,320x480,160,armeabi-v7a;armeabi,19,2.0
Amgoo,AM410,AM410,926MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,24,2.0
